/contrevenants;/contrevenant/adresse;/contrevenant/categorie;/contrevenant/date_infraction;/contrevenant/date_jugement;/contrevenant/description;/contrevenant/etablissement;/contrevenant/montant;/contrevenant/proprietaire;/contrevenant/ville
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1249 Rue Metcalfe ;Restaurant;26 février 2014;19 février 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;DUNN'S FAMOUS;1 250 $ ;EMBALLAGES FAMEUX VIANDE FUMEE DUNNS INC.;Montréal H3B 2V5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5339 Ch. Queen-Mary ;Restaurant;26 février 2014;08 octobre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;JARDIN DE PEKIN;1 500 $ ;9241-6387 QUEBEC INC.  (Fermé);Montréal H3X 1T9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3855 Rue Sainte-Catherine Est ;Restaurant;26 janvier 2016;19 avril 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;VINCENT SOUS-MARIN;1 100 $ ;9308-8912 QUEBEC INC.;Montréal H1W 2G3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1655 Av. Dollard ;Restaurant;26 janvier 2016;22 mars 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LA PIZZERIA TIME;1 750 $ ;9289-9228 QUEBEC INC.  (Fermé changement d'exploitant);LaSalle H8N 1T7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;10795 Boul. Pie-IX ;Restaurant;26 janvier 2017;15 février 2017;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;GOUTER CARAIBES;250 $ ;9340-6668 QUEBEC INC.;Montréal-Nord H1H 4A9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1800 Av. de l' Église ;Restaurant;26 juillet 2013;10 janvier 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;SILVER DRAGON II;2 000 $ ;9089-5855 QUEBEC INC.  (Fermé);Montréal H4E 1G8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1 Pl. Ville-Marie ;Restaurant;26 juillet 2013;07 janvier 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;KATZ DELI A L'ANCIENNE;1 200 $ ;KATZ DELI A L'ANCIENNE INC.  (Fermé);Montréal H3B 3Y1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1 Pl. Ville-Marie ;Restaurant;26 juillet 2013;07 janvier 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;KATZ DELI A L'ANCIENNE;1 200 $ ;KATZ DELI A L'ANCIENNE INC.  (Fermé);Montréal H3B 3Y1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1609 Rue Sainte-Catherine Ouest ;Restaurant;26 juillet 2016;21 juillet 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;NOS THES & CAFES;1 000 $ ;NOSTHES;Montréal H3H 1L8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1609 Rue Sainte-Catherine Ouest ;Restaurant;26 juillet 2016;21 juillet 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;NOS THES & CAFES;800 $ ;NOSTHES;Montréal H3H 1L8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1862 Boul. des Sources ;Restaurant;26 juin 2013;22 janvier 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;PAVILLON WONG INC.;1 700 $ ;PAVILLON WONG INC.  (Fermé);Pointe-Claire H9R 5B1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1862 Boul. des Sources ;Restaurant;26 juin 2013;22 janvier 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;PAVILLON WONG INC.;1 600 $ ;PAVILLON WONG INC.  (Fermé);Pointe-Claire H9R 5B1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1862 Boul. des Sources ;Restaurant;26 juin 2013;22 janvier 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;PAVILLON WONG INC.;2 000 $ ;PAVILLON WONG INC.  (Fermé);Pointe-Claire H9R 5B1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;84 Rue De La Gauchetière Ouest ;Restaurant;26 juin 2014;03 mars 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT CUISINE CANTONAISE;1 000 $ ;7134525 CANADA LTD;Montréal H2Z 1C1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;84 Rue De La Gauchetière Ouest ;Restaurant;26 juin 2014;03 mars 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT CUISINE CANTONAISE;2 800 $ ;7134525 CANADA LTD;Montréal H2Z 1C1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;84 Rue De La Gauchetière Ouest ;Restaurant;26 juin 2014;03 mars 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;RESTAURANT CUISINE CANTONAISE;2 800 $ ;7134525 CANADA LTD;Montréal H2Z 1C1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5509 Av. Westminster ;Restaurant;26 mai 2014;15 septembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;RESTAURANT FAMOUS DELLY BOYS;1 250 $ ;9289-4492 QUEBEC INC.  (Fermé);Côte Saint-Luc H4W 2J2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;12230 Boul. Laurentien ;Restaurant;26 mai 2016;25 mai 2017;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;LE CRISTAL CHINOIS BBQ EXPRESS (LOCAL DE PREP 12240);1 000 $ ;9319-4959 QUEBEC INC.;Montréal H4K 1M9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;90 Rue De La Gauchetière Ouest ;Restaurant;26 mai 2017;20 juin 2017;"Dans un local ou véhicule utilisé pour la préparation de produits; les portes, murs et plafonds doivent être lavables, lisses, non en état ou en voie de putréfaction et exempts d'aspérités ou d'écailles.";RESTAURANT MON SHING;250 $ ;9323-6065 QUEBEC INC.;Montréal H2Z 1C1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3445 Rue Jean-Talon Est ;Restaurant;26 mars 2014;24 février 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT CASTEL;1 000 $ ;9241-2378 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H2A 1X1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1500 Av. Atwater ;Restaurant;26 mars 2014;18 août 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT NICKELS DELI ET BAR;1 200 $ ;9261-6283 QUEBEC INC.  (Fermé);Montréal H3Z 1X5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;222 Boul. Crémazie Est ;Restaurant;26 mars 2015;25 mai 2016;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;RESTAURANT TOUMA (BERMA);900 $ ;JOSAPHIN TOUMA  (Fermé);Montréal H2P 1E3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1018 Rue Saint-Urbain ;Restaurant;26 mars 2015;23 novembre 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT NOODLE FACTORY INC.;1 250 $ ;RESTAURANT NOODLE FACTORY INC.;Montréal H2Z 1K6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1055 Boul. Saint-Laurent ;Restaurant;26 novembre 2014;31 août 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT NUDO;1 250 $ ;9263-7024 QUEBEC INC.;Montréal H2Z 1J6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6222 Boul. Monk ;Restaurant;26 novembre 2015;15 septembre 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT CHEZ PING;2 000 $ ;9218-1155 QUEBEC INC.;Montréal H4E 3H7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;998 Boul. Saint-Laurent ;Restaurant;26 septembre 2014;15 mars 2016;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LE CRISTAL CHINOIS;700 $ ;9215-3923 QUEBEC INC.  (Fermé);Montréal H2Z 9Y9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;998 Boul. Saint-Laurent ;Restaurant;26 septembre 2014;15 mars 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;LE CRISTAL CHINOIS;900 $ ;9215-3923 QUEBEC INC.  (Fermé);Montréal H2Z 9Y9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;931 Boul. Crémazie Ouest ;Restaurant;26 septembre 2014;11 septembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;ROTISSERIE ROASTERS;1 500 $ ;6105025 CANADA INC.;Montréal H4N 3M5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1717 Rue Poirier ;Restaurant;26 septembre 2016;31 mai 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT PARIS PHO;1 500 $ ;9245-6094 QUEBEC INC.;St-Laurent H4L 1J4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1250 Boul. Robert-Bourassa ;Restaurant;26 septembre 2016;03 novembre 2016;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;EAST PAN-ASIATIQUE CUISINE & BAR;250 $ ;EAST PAN-ASIATIQUE CUISINE & BAR INC.;Montréal H3B 1M7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1250 Boul. Robert-Bourassa ;Restaurant;26 septembre 2016;03 novembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;EAST PAN-ASIATIQUE CUISINE & BAR;250 $ ;EAST PAN-ASIATIQUE CUISINE & BAR INC.;Montréal H3B 1M7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3339A Boul. des Sources ;Restaurant;27 août 2013;06 mai 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT BASHA 08 INC.;1 500 $ ;RESTAURANT BASHA 08 INC.;Dollard-des-Ormeaux H9B 1Z8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3339A Boul. des Sources ;Restaurant;27 août 2013;06 mai 2014;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";RESTAURANT BASHA 08 INC.;250 $ ;RESTAURANT BASHA 08 INC.;Dollard-des-Ormeaux H9B 1Z8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;184 Rue Jean-Talon Est ;Restaurant;27 avril 2017;30 mai 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;LE POURVOYEUR;250 $ ;9228-9511 QUEBEC INC.;Montréal H2R 1S7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1200 Av. du Mont-Royal Est ;Restaurant;27 février 2017;07 avril 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;WOK DU CHEF;250 $ ;9326-5726 QUEBEC INC.;Montréal H2J 1Y1
